"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Buder F.; Bauswein M.; Magnus C.L.; Audebert F.; Lang H.; Kundel C.; DIstler K.; Reuschel E.; Lubnow M.; Müller T.; Lunz D.; Graf B.; Schmid S.; Müller M.; Poeck H.; Hanses F.; Salzberger B.; Peterhoff D.; Wenzel J.J.; Schmidt B.; Lampl B.M.J.","Buder, Felix (57218331396); Bauswein, Markus (57203281446); Magnus, Clara L (57224635352); Audebert, Franz (35782759100); Lang, Henriette (57700020400); Kundel, Christof (54794230100); DIstler, Karin (57430110900); Reuschel, Edith (56536951800); Lubnow, Matthias (24778757800); Müller, Thomas (56567281800); Lunz, DIrk (13008535000); Graf, Bernhard (7102995809); Schmid, Stephan (35789179600); Müller, Martina (56394708000); Poeck, Hendrik (8786381000); Hanses, Frank (57321025200); Salzberger, Bernd (7007057996); Peterhoff, David (55253721300); Wenzel, Jürgen J (7103178988); Schmidt, Barbara (7402828561); Lampl, Benedikt M. J (57476039300)","57218331396; 57203281446; 57224635352; 35782759100; 57700020400; 54794230100; 57430110900; 56536951800; 24778757800; 56567281800; 13008535000; 7102995809; 35789179600; 56394708000; 8786381000; 57321025200; 7007057996; 55253721300; 7103178988; 7402828561; 57476039300","Contribution of High Viral Loads, Detection of Viral Antigen and Seroconversion to Severe Acute Respiratory Syndrome Coronavirus 2 Infectivity","2022","Journal of Infectious Diseases","225","2","","190","198","8","10.1093/infdis/jiab415","https://www.scopus.com/pages/publications/85123646686?origin=resultslist","Background: From a public health perspective, effective containment strategies for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) should be balanced with individual liberties. Methods: We collected 79 respiratory samples from 59 patients monitored in an outpatient center or in the intensive care unit of the University Hospital Regensburg. We analyzed viral load by quantitative real-time polymerase chain reaction, viral antigen by point-of-care assay, time since onset of symptoms, and the presence of SARS-CoV-2 immunoglobulin G (IgG) antibodies in the context of virus isolation from respiratory specimens. Results: The odds ratio for virus isolation increased 1.9-fold for each log10 level of SARS-CoV-2 RNA and 7.4-fold with detection of viral antigen, while it decreased 6.3-fold beyond 10 days of symptoms and 20.0-fold with the presence of SARS-CoV-2 antibodies. The latter was confirmed for B.1.1.7 strains. The positive predictive value for virus isolation was 60.0% for viral loads >107 RNA copies/mL and 50.0% for the presence of viral antigen. Symptom onset before 10 days and seroconversion predicted lack of infectivity with negative predictive values of 93.8% and 96.0%. Conclusions: Our data support quarantining patients with high viral load and detection of viral antigen and lifting restrictive measures with increasing time to symptom onset and seroconversion. Delay of antibody formation may prolong infectivity.  © 2021 The Author(s) 2021. Published by Oxford University Press for the Infectious Diseases Society of America. All rights reserved. For permissions, e-mail: journals.permissions@oup.com.","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85123646686"
"Wang C.; Qu G.; Chen Y.","Wang, Chunxia (57192595565); Qu, Guangbo (26641461100); Chen, Yongjun (37095385600)","57192595565; 26641461100; 37095385600","Coronavirus (COVID-19) combat: The power of chemistry; [新型冠状病毒肺炎疫情防控中的化学力量]","2020","Kexue Tongbao/Chinese Science Bulletin","65","22","","2321","2325","5","10.1360/TB-2020-0600","https://www.scopus.com/pages/publications/85090330624?origin=resultslist","The pandemic of the Coronavirus Disease 2019 (COVID-19) has spread around the world. COVID-19 is one of the most serious infectious disease threats in the past 100 years. Epidemiological and clinical studies have shown that early diagnosis of infectious COVID-19 cases is of great help to slow down the spread of disease and reduce mortality. Therefore, the diagnosis of SARS-CoV-2 infection is of great significance in the control of the pandemic. However, because patients with COVID-19 show partially similar symptoms to diseases such as influenza-like illness, it is impossible to diagnose SARS-CoV-2 infection by relying solely on the patient's clinical features. Meanwhile, there are a number of asymptomatic patients, who are capable of spreading the infection while passing general surveillance. The early diagnosis of such cases is also critical for the prevention of the outbreak and control of the pandemic. Given there is no effective SARS-CoV-2-specific anti-viral agents, chemists are engaging in the development of analytical strategies for the SARS-CoV-2 detection and antiviral drug to combat the spread of the COVID-19. In order to support the innovation in the ongoing research on fighting COVID-19 pandemic, we summarized part of the achievements in SARS-CoV-2 detection and drug development engaged by chemists in China. By summarizing the available products and patents with practical potentials in fast analysis, we discussed the recent advances in the techniques for SARS-CoV-2 detection and their application potentials in diagnosis of COVID-19. For the diagnosis of COVID-19, the most specific analysis method is polymerase chain reaction (PCR) based nucleic acid assay. At the end of March, National Medical Products Administration has approved more than 20 products aiming at SARS-CoV-2 test, most of which are kits based on the principle of real-time quantitative reverse transcription PCR (RT-qPCR). Because PCR-based method needs complex manual operation steps, the technique is limited due to the time-consuming reaction steps. Later on, techniques with multiple procedures including nucleic acid extraction, amplification, and virus detection have been integrated for rapid detection. In order to solve the problems caused by disadvantages of complex thermal cycling process in PCR, isothermal amplification has been applied for nucleic acid detection. Combined with isothermal amplification, rapid point-of-care test is applicable for the detection of collected SARS-CoV-2 viral RNA. Although viral RNA assay is the most specific method for diagnosis of COVID-19, it cannot be used to determine the post-infection or monitor the immunity of general populations. The immunological assays could be applied for the detection of antibodies themselves several days after the infection by SARS-CoV-2. Therefore, lateral flow assay, microfluidics, and other technologies have successfully applied for the immune assay. Some reagents, detection kits, and devices have been certificated and marketed internationally. Specific anti-SARS-CoV-2 agents have been designed and tested. Moreover, several small-molecule drug candidates with high efficacy and low toxicity showed great potential in clinical application. Facing the outbreak of epidemic of COVID-19, Department of Chemical Sciences, Department of Mathematical and Physical Sciences of National Natural Science Foundation of China have jointly funded three innovative projects to support the research on the effective and expedite control of the epidemic. These projects include ""Research on rapid detection of new coronavirus in aerosol on site"", ""A pre-clinical study of using small molecules to treat SARS-CoV-2-induced excessive inflammation and injury"", and ""Polymer micro-/nano-fibrous non-woven fabrics prepared via flash-pressure- released technology and reusable high-quality medical protective suits produced with these fabrics"". The pandemic of COVID-19 is a major public health emergency, which poses a major challenge to health system worldwide and also has a major impact on economy and society. In response to sudden large-scale outbreaks, rapid, accurate and high-throughput detection technology is undoubtedly the priority of ""anti-epidemic"". Focusing on the present and serving the long-term requirement, we still need to innovatively propose new ideas to meet the major needs in the diagnosis and treatment of major diseases based on a global perspective. © 2020, Science Press. All right reserved.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85090330624"
"Cauchi J.P.; Borg M.-L.; Džiugytė A.; Attard J.; Melillo T.; Zahra G.; Barbara C.; Spiteri M.; Drago A.; Zammit L.; Debono J.; Souness J.; Agius S.; Young S.; Dimech A.; Chetcuti I.; Camenzuli M.; Borg I.; Calleja N.; Tabone L.; Gauci C.; Vassallo P.; Baruch J.","Cauchi, John Paul (57208650441); Borg, Maria-Louise (57202502842); Džiugytė, Aušra (57996924700); Attard, Jessica (57996898000); Melillo, Tanya (55313899100); Zahra, Graziella (57184201200); Barbara, Christopher (23487890800); Spiteri, Michael (57996898100); Drago, Allan (57996858100); Zammit, Luke (57211396780); Debono, Joseph (57100930800); Souness, Jorgen (57223855352); Agius, Steve (57219295536); Young, Sharon (57996886400); Dimech, Alan (57996845300); Chetcuti, Ian (57996898200); Camenzuli, Mark (57996898300); Borg, Ivan (57996924800); Calleja, Neville (9740540600); Tabone, Lorraine (57996858200); Gauci, Charmaine (15729120000); Vassallo, Pauline (57222653338); Baruch, Joaquin (57222642025)","57208650441; 57202502842; 57996924700; 57996898000; 55313899100; 57184201200; 23487890800; 57996898100; 57996858100; 57211396780; 57100930800; 57223855352; 57219295536; 57996886400; 57996845300; 57996898200; 57996898300; 57996924800; 9740540600; 57996858200; 15729120000; 57222653338; 57222642025","Digitalizing and Upgrading Severe Acute Respiratory Infections Surveillance in Malta: System Development","2022","JMIR Public Health and Surveillance","8","12","e37669","","","5","10.2196/37669","https://www.scopus.com/pages/publications/85143551837?origin=resultslist","Background: In late 2020, the European Centre for Disease Prevention and Control and Epiconcept started implementing a surveillance system for severe acute respiratory infections (SARI) across Europe. Objective: We sought to describe the process of digitizing and upgrading SARI surveillance in Malta, an island country with a centralized health system, during the COVID-19 pandemic from February to November 2021. We described the characteristics of people included in the surveillance system and compared different SARI case definitions, including their advantages and disadvantages. This study also discusses the process, output, and future for SARI and other public health surveillance opportunities. Methods: Malta has one main public hospital where, on admission, patient data are entered into electronic records as free text. Symptoms and comorbidities are manually extracted from these records, whereas other data are collected from registers. Collected data are formatted to produce weekly and monthly reports to inform public health actions. From October 2020 to February 2021, we established an analogue incidence-based system for SARI surveillance. From February 2021 onward, we mapped key stakeholders and digitized most surveillance processes. Results: By November 30, 2021, 903 SARI cases were reported, with 380 (42.1%) positive for SARS-CoV-2. Of all SARI hospitalizations, 69 (7.6%) were admitted to the intensive care unit, 769 (85.2%) were discharged, 27 (3%) are still being treated, and 107 (11.8%) died. Among the 107 patients who died, 96 (89.7%) had more than one underlying condition, the most common of which were hypertension (n=57, 53.3%) and chronic heart disease (n=49, 45.8%). Conclusions: The implementation of enhanced SARI surveillance in Malta was completed by the end of May 2021, allowing the monitoring of SARI incidence and patient characteristics. A future shift to register-based surveillance should improve SARI detection through automated processes. © John Paul Cauchi, Maria-Louise Borg, Aušra Džiugytė, Jessica Attard, Tanya Melillo, Graziella Zahra, Christopher Barbara, Michael Spiteri, Allan Drago, Luke Zammit, Joseph Debono, Jorgen Souness, Steve Agius, Sharon Young, Alan Dimech, Ian Chetcuti, Mark Camenzuli, Ivan Borg, Neville Calleja, Lorraine Tabone, Charmaine Gauci, Pauline Vassallo, Joaquin Baruch.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85143551837"
"Rahmati S.; Nasehi M.; Bahrampour A.; Mirzazadeh A.; Shahesmaeili A.","Rahmati, Shoboo (57191444672); Nasehi, Mahshid (23398108400); Bahrampour, Abbas (13906943400); Mirzazadeh, Ali (23668728800); Shahesmaeili, Armita (35097603500)","57191444672; 23398108400; 13906943400; 23668728800; 35097603500","Barriers and gaps in tuberculosis care and treatment in Iran: A multi-center qualitative study","2023","Journal of Clinical Tuberculosis and Other Mycobacterial Diseases","31","","100353","","","5","10.1016/j.jctube.2023.100353","https://www.scopus.com/pages/publications/85148869045?origin=resultslist","Introduction: Patients with Tuberculosis (TB) still have barriers in accessing high quality care and treatment services. In this qualitative study, we investigated barriers in accessing TB health services including confirmatory diagnosis, treatment adherence and recurrence of pulmonary TB using patients, physicians, and policy makers point of view. Materials and methods: In this qualitative research from November to March 2021, 3 policy makers from the Ministry of Health, 12 provincial TB experts and physicians from the TB control program and 33 patients diagnosed with TB from 4 provinces were enrolled for a semi-structured in-depth interview. All interviews were audio recorded and then transcribed. Framework analysis was done by MAXQDA 2018 software to identify key themes. Results: Several barriers reported for TB care and treatment: Poor knowledge of patents about TB symptoms, failure to screen for TB among at-risk patients by physicians, similar symptoms between TB and other lung diseases, low sensitivity of TB diagnostic tests, incomplete case finding and contact-tracing, stigma related to TB, and patients poor adherence due to long TB treatment. In addition, COVID-19 pandemic disrupted TB services and decreased detection, care and treatment services for TB patients. Conclusion: Our findings highlight the need for interventions to increase public and healthcare providers awareness about TB symptoms, using more sensitive diagnostic tests, and interventions to reduce stigma, and improve case finding and contact tracing effort. Improving patients’ adherence required better monitoring and shorter effective treatment regimes. © 2023","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85148869045"
"Negrao E.M.S.; Cabello C.; Conz L.; Mauad E.C.; Zeferino L.C.; Vale D.B.","Negrao, Erika Marina Solla (57195428645); Cabello, Cesar (9738985400); Conz, Livia (26321347400); Mauad, Edmundo Carvalho (6505855630); Zeferino, Luiz Carlos (6602366281); Vale, Diama Bhadra (16067739500)","57195428645; 9738985400; 26321347400; 6505855630; 6602366281; 16067739500","The COVID-19 Pandemic Impact on Breast Cancer Diagnosis: A Retrospective Study","2022","Revista Brasileira de Ginecologia e Obstetricia","44","9","","871","877","7","10.1055/s-0042-1749207","https://www.scopus.com/pages/publications/85132006300?origin=resultslist","Objective  This study aimed to evaluate the diagnostic profile of breast cancer cases during the coronavirus disease 2019 (COVID-19) pandemic compared with the previous year. Methods  It is a retrospective study of cases diagnosed by a reference service in the public health system of Campinas, SP, Brazil. Two periods were analyzed: March to October 2019 (preCOVID period) and March to October 2020 (COVID-period). All women diagnosed during the periods were included. The Chi-Squared or Fisher exact and Mann-Whitney tests were used. Results  In the preCOVID and COVID periods, breast cancers were diagnosed, respectively, in 115 vs 59 women, and the mean ages at diagnosis were 55 and 57 years (p = 0.339). In the COVID period, the family history of breast cancer was more observed (9.6% vs 29.8%, p < 0.001), cases were more frequently symptomatic (50.4% vs 79.7%, p < 0.001) and had more frequently palpable masses (56.5% vs 79.7%, p = 0.003). In symptomatic women, the mean number of days from symptom to mammography were 233.6 (458.3) in 2019 and 152.1 (151.5) in 2020 (p = 0.871). Among invasive tumors, the proportion of breast cancers in stages I and II was slightly higher in the COVID period, although not significantly (76.7% vs 82.4%, p = 0.428). Also in the COVID period, the frequency of luminal A-like tumors was lower (29.2% vs 11.8%, p = 0.018), of triple-negative tumors was twice as high (10.1% vs 21.6%, p = 0.062), and of estrogen receptor-positive tumors was lower (82.2% vs 66.0%, p = 0.030). Conclusion  During the COVID-19 pandemic, breast cancer diagnoses were reduced. Cases detected were suggestive of a worse prognosis: symptomatic women with palpable masses and more aggressive subtypes. Indolent tumors were those more sensitive to the interruption in screening. © 2022 Georg Thieme Verlag. All rights reserved.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85132006300"
"Zaib S.; Rana N.; Noor A.; Khan I.","Zaib, Sumera (55220683300); Rana, Nehal (57252909000); Noor, Areeba (57252909100); Khan, Imtiaz (57223657981)","55220683300; 57252909000; 57252909100; 57223657981","Machine intelligence techniques for the identification and diagnosis of covid-19","2021","Current Medicinal Chemistry","28","26","","5268","5283","5","10.2174/0929867328666210106143307","https://www.scopus.com/pages/publications/85114645054?origin=resultslist","COVID-19, an infectious disease caused by a newly discovered enveloped virus (SARS-CoV-2), was first reported in Wuhan, China, in December 2019 and affect-ed the whole world. The infected individual may develop symptoms such as high fever, cough, myalgia, lymphopenia, respiratory distress syndrome etc., or remain completely asymptomatic after the incubation period of two to fourteen days. As the virus is trans-mitted by inhaling infectious respiratory droplets that are produced by sneezing or cough-ing, so early and rapid diagnosis of the disease can prevent infection and transmission. In the current pandemic situation, the medical industry is looking for new technologies to monitor and control the spread of COVID-19. In this context, the current review article highlights the Artificial Intelligence methods that are playing an effective role in rapid, accurate and early diagnosis of the disease via pattern recognition, machine learning, expert system and fuzzy logic by improving cognitive behavior and reducing human error. Auto-encoder deep learning method, α-satellite, ACEMod and heterogeneous graph au-to-encoder are AI approaches that determine the transfer rate of virus and are helpful in shaping public health and planning. In addition, CT scan, X-ray, MRI, and RT-PCR are some of the techniques that are being employed in the identification of COVID-19. We hope using AI techniques; the world can emerge from COVID-19 pandemic while miti-gating social and economic crisis. © 2021 Bentham Science Publishers.","Review","Final","","Scopus","2-s2.0-85114645054"
"Biswas S.; Ghosh P.; Chakraborty D.; Chatterjee A.; Dutta S.; Saha M.K.","Biswas, Subrata (54788854800); Ghosh, Piyali (57211236339); Chakraborty, Debjit (57189258050); Chatterjee, Ananya (56612713900); Dutta, Shanta (57210101987); Saha, Malay Kumar (7102365406)","54788854800; 57211236339; 57189258050; 56612713900; 57210101987; 7102365406","COVID-19 Infection: Data Gaps for Diagnostic Laboratory Preparedness and Tasks on Hand","2021","Viral Immunology","34","3","","158","164","0","10.1089/vim.2020.0147","https://www.scopus.com/pages/publications/85104837441?origin=resultslist","Emergence of the 2019 novel coronavirus (severe acute respiratory syndrome coronavirus 2 [SARS-CoV-2]) and its spread, with life-threatening outcomes, have caused a pandemic burden worldwide. Studies of emerging diseases under outbreak conditions have focused on the complete spectrum of pathogens, transmissibility, shedding kinetics in relation to infectivity, epidemiological causes, and interventions to control emergence. During the initial stages of an outbreak, laboratory response capacity focuses on expansion of efficient diagnostic tools for rapid case detection, contact tracing, putting epidemiological findings into sources, mode of transmission, and identification of susceptible groups and reservoirs. It is important for public health diagnostic laboratories to have a fundamental knowledge of viral shedding, antibody response kinetics, assay validation, interpretation, and uncertainties of test results. This study reviewed currently published data from available literature on SARS-CoV-2 infection and compared this with data on viral shedding and antibody response kinetics of other human coronaviruses. Also described are current challenges and comments on some biases and significant data gaps that have limited laboratory preparedness to SARS-CoV-2. Consistent documentation of progress and data gaps from standardized reporting of methods utilized, sampling date, details of test results by specimen type, risk assessments, and symptoms can all be used strategically and provide incentives to governments and their partners to prioritize the development, detection, and response to outbreaks.  © Copyright 2021, Mary Ann Liebert, Inc., publishers 2021.","Article","Final","","Scopus","2-s2.0-85104837441"
"Rando E.; Oliva A.; Cancelli F.; D’agostino C.; Savelloni G.; Ciardi M.R.; Ajassa C.; Siccardi G.; Galardo G.; Mastroianni C.M.","Rando, Emanuele (57248170100); Oliva, Alessandra (57190091258); Cancelli, Francesca (57194724791); D’agostino, Claudia (57196648729); Savelloni, Giulia (57205368027); Ciardi, Maria Rosa (35480556100); Ajassa, Camilla (6602500840); Siccardi, Guido (57218320438); Galardo, Gioacchino (57210592228); Mastroianni, Claudio M. (57202594676)","57248170100; 57190091258; 57194724791; 57196648729; 57205368027; 35480556100; 6602500840; 57218320438; 57210592228; 57202594676","Clinical characteristics and risk factors for mortality in COVID-19 patients during the first wave of the COVID-19 pandemic in Rome, Italy: a single-center retrospective study","2023","Infezioni in Medicina","31","1","","49","54","2","10.53854/liim-3101-7","https://www.scopus.com/pages/publications/85149977519?origin=resultslist","Background: Since the beginning of 2020, the SARSCoV-2 pandemic has become a serious public health problem. Numerous studies have highlighted the main clinical features of COVID-19, mainly the huge heterogeneity of the clinical manifestations that can vary from asymptomatic infection to serious viral pneumonia with a high mortality rate. The aim of this study was to analyze retrospectively the clinical characteristics and assess the risk factors for mortality in an Italian cohort of patients with COVID-19. Methods: Retrospective analysis including patients with COVID-19 admitted to the Infectious Diseases wards of Azienda Ospedaliera Universitaria Policlinico “Umberto 1”, Rome, from March 2020 to May 2020. The data were part of an electronic anonymous webbased database processed by SIMIT (Italian Society of Infectious and Tropical Diseases). Results: 258 patients were included in the analysis, and 34 (13.2%) died. The median age was 62 (IQR, 52-74), 106 (40%) were women, and 152 (60%) were males, 172 (66.7%) had at least one co-morbidity. The most common signs and symptoms were: fever [221 (85.6%)], cough [135 (52.3%)], and dyspnea [133 (51.5%)]. The PaO2/FiO2 ratio was often altered [352 (IQR, 308-424)]. Lymphopenia [lymphocyte counts, 875/μL (IQR, 6401250)] and high levels of D-dimer [mg/dL, 874 (IQR, 484-1518)] were found. Non-survivors were older than survivors [median age, 74 (IQR, 67-85)] vs. 61 (QR, 5172)], mostly men [25 (73.5%)] and more frequently with more than 2 comorbidities [21 (61.8%) vs. 94 (42.1%)]. In the multiple logistic regression model, the variables associated with in-hospital mortality were age [OR, 3.65 (95% CI, 1.22-10.89)], male gender [OR, 2.99 (95% CI, 1.18-7.54)], blood urea [OR, 2.76 (95% CI, 1.20-6.35)] and a low PaO2/FiO2 ratio [OR, 0.28 (95% CI, 0.12-0.62)]. Conclusion: The mortality rate in COVID-19 was 13,2%. The risk factors associated with in-hospital mortality were advanced age, male sex, increased blood urea, and the PaO2/FiO2 ratio reduction. © 2023, EDIMES Edizioni Medico Scientifiche. All rights reserved.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85149977519"
"Adu-Gyamfi C.; Asamoah J.A.; Frimpong J.O.; Larbi R.; Ansah R.O.; Aryeetey S.N.A.; Gorman R.; Acheampong H.K.; Nyarko-Afriyie E.; Hayford M.; Tetteh H.D.; Boampong K.; Barnor V.; Brenya P.K.; Ayensu F.; Ayisi-Boateng N.K.; El-Duah P.; Drosten C.; Phillips R.O.; Sylverken A.A.; Owusu M.","Adu-Gyamfi, Constance (57218259735); Asamoah, Jesse Addo (57220859851); Frimpong, James Opoku (57865045300); Larbi, Richard (56304173900); Ansah, Richard Owusu (60038384500); Aryeetey, Sherihane Naa Ayeley (57222479465); Gorman, Richmond (57220870985); Acheampong, Henry Kyeremateng (58884462500); Nyarko-Afriyie, Emmanuella (57816139300); Hayford, Manuella (59404844800); Tetteh, Henrietta Dede (58884037400); Boampong, Kwadwo (57218399991); Barnor, Veronica (59404643200); Brenya, Peter K. (57190371400); Ayensu, Frederick (59404943700); Ayisi-Boateng, Nana Kwame (57192091358); El-Duah, Philip (56503967700); Drosten, Christian (7003813990); Phillips, Richard Odame (7404241222); Sylverken, Augustina Angelina (57219339731); Owusu, Michael (54584146300)","57218259735; 57220859851; 57865045300; 56304173900; 60038384500; 57222479465; 57220870985; 58884462500; 57816139300; 59404844800; 58884037400; 57218399991; 59404643200; 57190371400; 59404943700; 57192091358; 56503967700; 7003813990; 7404241222; 57219339731; 54584146300","Prevalence of common respiratory viruses in children: insights from post-pandemic surveillance","2025","BMC Infectious Diseases","25","1","824","","","7","10.1186/s12879-025-11201-0","https://www.scopus.com/pages/publications/105009741108?origin=resultslist","Introduction: The COVID-19 pandemic has significantly affected healthcare systems worldwide, impacting the occurrence and management of respiratory illnesses. This has also influenced respiratory infections’ role in childhood mortality. Surveillance of common respiratory viruses in Ghana is limited, making it crucial to assess the prevalence of respiratory viral infections, particularly in children, in the post-pandemic era. This study provides data on the prevalence of respiratory viruses and the associated risk factors in symptomatic children aged 5 or younger in an urban paediatric hospital setting. Methods: The study was a cross-sectional study with a convenience sampling method, conducted in four health facilities: Asokwa Children’s Hospital, HopeXchange Medical Centre, University Health Services-KNUST, and Kumasi South Hospital in Kumasi, Ghana, between August 2022 and June 2023. Recruitment was not done in parallel in each hospital. Oropharyngeal swabs were collected from 303 children ≤ 5 years old and screened by RT-qPCR for common respiratory viruses. Results: Out of the 303 patients enrolled in the study, 165 (54.4%) were male, and 122 (40.3%) were aged from 13 to 36 months. The median age of the patients was 19 months. The most common symptoms reported were cough (87.0%), runny nose (87.0%), and fever (72.0%). Respiratory viruses were detected in 100 (33.0%) of the samples, with 36 (12.0%) testing positive for Human metapneumovirus (HMPV), 27 (8.9%) for Respiratory syncytial virus (RSV), and 20 (6.6%) for Human Adenovirus (HAdV). In 8.0% of the cases, multiple viruses were detected, with HAdV being the most common (75.0%). Children under 6 months (AOR: 4.81, 95% CI: 1.20–24.60) had a higher risk of RSV detection compared to children aged 37 to 60 months. Furthermore, it was found that caregivers with tertiary education had higher odds of HMPV detection (AOR: 6.91, 95% CI: 1.71–47.3). Conclusion: The detection of multiple viruses with a higher prevalence of HMPV and RSV in our study emphasises the need for a scaled-up and sustained surveillance of respiratory viruses in Ghana in the post-pandemic era. Such an establishment in respiratory virus surveillance systems in Ghana would help in the timely detection and education on viral seasonal patterns, which will inform public health responses. © The Author(s) 2025.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105009741108"
"Wang J.; Cheng S.; Zhang Y.; Qian J.; Zhang Y.; Zhuang X.","Wang, Jue (55934277000); Cheng, Shiliang (57785167400); Zhang, Yufei (59931606000); Qian, Jingrong (57208565222); Zhang, Yanli (56612991000); Zhuang, Xuewei (35202892500)","55934277000; 57785167400; 59931606000; 57208565222; 56612991000; 35202892500","Post-pandemic surveillance of seven key respiratory pathogens using targeted next-generation sequencing (tNGS): A regional epidemiological study from Shandong, China","2025","Diagnostic Microbiology and Infectious Disease","113","2","116931","","","3","10.1016/j.diagmicrobio.2025.116931","https://www.scopus.com/pages/publications/105007439561?origin=resultslist","Background: Respiratory tract infections (RTIs) represent a substantial public health concern, particularly as the circulation patterns of pathogens undergo changes. This research utilized targeted next-generation sequencing (tNGS) to examine the epidemiological distribution of seven key RTI-associated pathogens, among patients hospitalized with RTI-indicative symptoms from February 2023 to February 2024. Methods: The clinical and demographic information of 5,556 RTI-affected individuals was subjected to retrospective analysis. Pharyngeal swab samples were gathered, and tNGS was implemented to concurrently identify multiple pathogens. The positivity rates were contrasted based on age, sex, and season, and variations in infection patterns across different demographic categories and seasonal periods. Results: Among the analyzed samples, 55.74 % were found to be positive for at least one pathogen. Flu-A had the highest prevalence rate of 16.45 %, succeeded by HRV at 13.48 % and SARS-CoV-2 at 10.89 %. Mixed infections were detected in 7.9 % of instances, with the combination of Flu-A and HRV being the most frequently observed dual-pathogen scenario. An age-stratified examination showed a higher overall positivity rate among children in the 4-18-year-old age group and a considerably greater RSV positivity rate among children aged 0-3 years. Season based analysis demonstrated peak infection rates in the winter season (61.09 %). Female patients were found to have a significantly higher positivity rate for influenza B compared to male patients. Conclusions: tNGS is a valuable tool for comprehensive pathogen detection, supporting more effective and timely public health responses and clinical management strategies tailored to age and seasonal infection trends in the post-pandemic period. © 2025","Article","Final","","Scopus","2-s2.0-105007439561"
"Alami A.; Villeneuve P.J.; Farrell P.J.; Mattison D.; Farhat N.; Haddad N.; Wilson K.; Gravel C.A.; Crispo J.A.G.; Perez-Lloret S.; Krewski D.","Alami, Abdallah (57224172355); Villeneuve, Paul J. (7102602822); Farrell, Patrick J. (57213666500); Mattison, Donald (7005724234); Farhat, Nawal (35409022200); Haddad, Nisrine (57205571119); Wilson, Kumanan (7403726567); Gravel, Christopher A. (57196243834); Crispo, James A. G. (57190362373); Perez-Lloret, Santiago (6507006108); Krewski, Daniel (24565152100)","57224172355; 7102602822; 57213666500; 7005724234; 35409022200; 57205571119; 7403726567; 57196243834; 57190362373; 6507006108; 24565152100","Myocarditis and Pericarditis Post-mRNA COVID-19 Vaccination: Insights from a Pharmacovigilance Perspective","2023","Journal of Clinical Medicine","12","15","4971","","","8","10.3390/jcm12154971","https://www.scopus.com/pages/publications/85167692680?origin=resultslist","Concerns remain regarding the rare cardiovascular adverse events, myocarditis and pericarditis (myo/pericarditis), particularly in younger individuals following mRNA COVID-19 vaccination. Our study aimed to comprehensively assess potential safety signals related to these cardiac events following the primary and booster doses, with a specific focus on younger populations, including children as young as 6 months of age. Using the Vaccine Adverse Events Reporting System (VAERS), the United States national passive surveillance system, we conducted a retrospective pharmacovigilance study analyzing spontaneous reports of myo/pericarditis. We employed both frequentist and Bayesian methods and conducted subgroup analyses by age, sex, and vaccine dose. We observed a higher reporting rate of myo/pericarditis following the primary vaccine series, particularly in males and mainly after the second dose. However, booster doses demonstrated a lower number of reported cases, with no significant signals detected after the fourth or fifth doses. In children and young adults, we observed notable age and sex differences in the reporting of myo/pericarditis cases. Males in the 12–17 and 18–24-year-old age groups had the highest number of cases, with significant signals for both males and females after the second dose. We also identified an increased reporting for a spectrum of cardiovascular symptoms such as chest pain and dyspnea, which increased with age, and were reported more frequently than myo/pericarditis. The present study identified signals of myo/pericarditis and related cardiovascular symptoms after mRNA COVID-19 vaccination, especially among children and adolescents. These findings underline the importance for continued vaccine surveillance and the need for further studies to confirm these results and to determine their clinical implications in public health decision-making, especially for younger populations. © 2023 by the authors.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85167692680"
